,Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
1729,Morocco,MAR,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.615384615384615,0.615384615384615,0.615384615384615,0.615384615384615,0.615384615384615,10.7692307692308,10.7692307692308,10.7692307692308,10.7692307692308,10.7692307692308,10.4615384615385,10.4615384615385,10.4615384615385,10.4615384615385,16.9620253164557,16.9620253164557,16.9620253164557,16.9620253164557,16.9620253164557,20.5063291139241,20.5063291139241,20.5063291139241,20.5063291139241,20.5063291139241
1733,Morocco,MAR,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,41.25,41.25,44.375,44.375,44.375,44.375,44.375,44.375,44.375,44.375,70.625,73.125,73.125,73.125,73.125,73.125,73.125,73.125,73.125,73.125,73.125,73.125,73.125,73.125,75.625,75.625,75.625
1742,Mozambique,MOZ,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2,25.2,,30,30,30,30,34.8,34.8,34.8,34.8,34.8,39.2,39.2,39.2,39.2,39.2,,39.6,39.6,39.6,39.6,41.2,42.4
1746,Mozambique,MOZ,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,36.25,36.25,36.25,36.25,36.25,36.25,36.25,36.25,38.75,38.75,38.75,38.75,38.75,38.75,38.75,38.75,38.75,38.75,38.75,38.75,38.75,38.75,38.75,38.75,38.75,38.75,38.75,59.375,59.375,59.375,76.875,76.875,79.375,79.375,79.375,79.375,79.375,79.375,79.375,79.375,82.5,82.5,82.5
1755,Myanmar,MMR,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.29447852760736,3.54430379746835,6.03248259860789,6.03248259860789,5.59440559440559,12.6934984520124,9.93071593533487,10.161662817552,10.161662817552,11.3163972286374,16.8253968253968
1759,Myanmar,MMR,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75
1768,Namibia,NAM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2222222222222,22.2222222222222,22.2222222222222,25,25,25,26.3888888888889,25,26.9230769230769,26.9230769230769,26.9230769230769,26.9230769230769,26.9230769230769,24.3589743589744,24.3589743589744,24.3589743589744,24.3589743589744,,41.3461538461538,41.3461538461538,41.3461538461538,46.1538461538462,42.7083333333333,43.2692307692308
1772,Namibia,NAM,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,45.625,45.625,45.625,48.125,71.25,71.25,71.25,71.25,71.25,71.25,71.25,71.25,73.75,73.75,73.75,73.75,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25
1781,Nauru,NRU,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,5.26315789473684,5.26315789473684,5.26315789473684,5.26315789473684,10.5263157894737,10.5263157894737,10.5263157894737,10.5263157894737
1785,Nauru,NRU,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,Nepal,NPL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41463414634146,3.41463414634146,5.85365853658537,5.85365853658537,5.85365853658537,5.85365853658537,5.85365853658537,5.85365853658537,5.85365853658537,5.88235294117647,17.3252279635258,33.1649831649832,33.1649831649832,33.1649831649832,33.1649831649832,33.1649831649832,,29.4807370184255,29.5492487479132,29.5798319327731,29.5798319327731,32.7272727272727,32.7272727272727,32.7272727272727
1798,Nepal,NPL,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875,41.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,49.375,49.375,49.375,49.375,49.375,49.375,55.625,55.625,55.625,71.875,80.625,80.625
1807,Netherlands,NLD,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3333333333333,36,36,36,36,34,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,39.3333333333333,41.3333333333333,42,40.6666666666667,40.6666666666667,38.6666666666667,38.6666666666667,38.6666666666667,37.3333333333333,37.3333333333333,36,36,31.3333333333333,33.3333333333333
1811,Netherlands,NLD,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,65.625,65.625,65.625,65.625,65.625,68.75,68.75,68.75,68.75,68.75,71.875,71.875,71.875,71.875,71.875,71.875,75,75,75,78.125,83.125,83.125,83.125,83.125,86.25,86.25,86.25,86.25,86.25,89.375,89.375,89.375,89.375,89.375,89.375,89.375,89.375,92.5,92.5,95,95,95,95,95,95,97.5,97.5,97.5,97.5,97.5,97.5
1820,New Caledonia,NCL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,New Caledonia,NCL,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,New Zealand,NZL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.1666666666667,29.1666666666667,29.1666666666667,30.8333333333333,30.8333333333333,29.1666666666667,28.3333333333333,28.3333333333333,32.2314049586777,32.2314049586777,33.0578512396694,33.6065573770492,33.6065573770492,33.6065573770492,32.2314049586777,32.2314049586777,32.2314049586777,29.7520661157025,31.404958677686,31.404958677686,38.3333333333333,38.3333333333333,40.8333333333333,48.3333333333333
1837,New Zealand,NZL,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,60.625,60.625,60.625,60.625,60.625,60.625,60.625,66.25,69.375,69.375,69.375,71.875,75,75,75,75,75,81.25,81.25,81.25,81.25,81.25,81.25,81.25,84.375,84.375,86.875,86.875,86.875,86.875,86.875,86.875,89.375,89.375,89.375,89.375,91.875,91.875,91.875,91.875,91.875,91.875,91.875,91.875,91.875,91.875,94.375,94.375,94.375,94.375,97.5
1846,Nicaragua,NIC,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.752688172043,10.752688172043,9.67741935483871,9.67741935483871,,20.6521739130435,20.6521739130435,20.6521739130435,20.6521739130435,15.2173913043478,18.4782608695652,18.4782608695652,20.6521739130435,20.6521739130435,40.2173913043478,40.2173913043478,40.2173913043478,42.3913043478261,41.304347826087,45.6521739130435,45.6521739130435,45.6521739130435,44.5652173913043,47.2527472527472
1850,Nicaragua,NIC,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,55.625,55.625,55.625,55.625,55.625,55.625,60.625,60.625,60.625,60.625,60.625,60.625,60.625,60.625,60.625,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,72.5,72.5,72.5,72.5,72.5,72.5,75.625,83.75,86.25,86.25,86.25,86.25,86.25
1859,Niger,NER,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20481927710843,1.20481927710843,,1.20481927710843,1.20481927710843,1.20481927710843,1.20481927710843,12.3893805309735,12.3893805309735,12.3893805309735,12.3893805309735,12.3893805309735,9.73451327433628,,13.2743362831858,13.2743362831858,13.2743362831858,13.2743362831858,13.2743362831858,14.6198830409357,16.9590643274854,16.9590643274854,16.9590643274854,16.9590643274854
1863,Niger,NER,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,38.75,38.75,38.75,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,50,50,50,50,50,50,50,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,59.375,59.375,59.375
1872,Nigeria,NGA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41880341880342,3.41880341880342,3.41880341880342,4.72222222222222,4.72222222222222,6.38888888888889,6.11111111111111,6.98324022346369,6.98324022346369,6.98324022346369,6.98324022346369,6.81818181818182,6.66666666666667,6.66666666666667,6.66666666666667,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,3.38028169014084,7.22222222222222
1876,Nigeria,NGA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,49.375,49.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,56.875,56.875,56.875,56.875,56.875,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125
1885,North Macedonia,MKD,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33333333333333,3.33333333333333,7.5,6.66666666666667,6.66666666666667,17.5,18.3333333333333,19.1666666666667,19.1666666666667,28.3333333333333,29.1666666666667,31.6666666666667,32.5,32.5,30.8943089430894,32.520325203252,34.1463414634146,33.3333333333333,33.3333333333333,33.3333333333333,37.5,38.3333333333333,39.1666666666667,39.1666666666667
1889,North Macedonia,MKD,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,61.875,61.875,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,67.5,67.5,67.5,67.5,67.5,70.625,70.625,70.625,70.625,70.625,70.625,70.625,76.875,76.875,76.875,79.375,82.5,82.5,82.5,82.5,82.5,85,85,85,85,85,85
1898,Northern Mariana Islands,MNP,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,Northern Mariana Islands,MNP,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,Norway,NOR,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.3636363636364,36.3636363636364,36.3636363636364,36.3636363636364,35.7575757575758,36.3636363636364,36.3636363636364,38.1818181818182,37.8698224852071,37.8698224852071,36.094674556213,36.094674556213,39.6449704142012,39.6449704142012,39.6449704142012,39.6449704142012,39.6449704142012,39.6449704142012,39.6449704142012,39.6449704142012,41.4201183431953,41.4201183431953,40.8284023668639,41.4201183431953
1915,Norway,NOR,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,63.75,63.75,63.75,63.75,63.75,63.75,63.75,73.75,73.75,80,80,80,80,80,80,80,80,80,80,80,80,80,85.625,88.125,88.125,88.125,88.125,88.125,88.125,88.125,88.125,88.125,88.125,94.375,94.375,94.375,94.375,94.375,94.375,96.875,96.875,96.875,96.875,96.875,96.875,96.875,96.875,96.875,96.875,96.875,96.875
1924,Oman,OMN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.40963855421687,2.40963855421687,2.40963855421687,0,0,0,0,1.19047619047619,1.19047619047619,1.19047619047619,1.19047619047619,1.17647058823529,1.17647058823529,1.17647058823529,1.17647058823529,2.32558139534884,2.32558139534884
1928,Oman,OMN,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,35.625,35.625,35.625,35.625,35.625,35.625,35.625,35.625,35.625,35.625,35.625,35.625,35.625,35.625,35.625,35.625,35.625,35.625
1937,Pakistan,PAK,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.30414746543779,2.30414746543779,,,,21.0526315789474,21.6374269005848,21.3450292397661,21.3450292397661,21.3450292397661,21.0526315789474,22.4852071005917,22.2222222222222,22.2222222222222,22.5146198830409,22.5146198830409,20.7430340557276,20.7430340557276,20.5882352941176,20.5882352941176,20.5882352941176,20.2346041055718,20.2346041055718,20.1754385964912
1941,Pakistan,PAK,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,38.125,38.125,38.125,38.125,38.125,38.125,44.375,44.375,44.375,44.375,44.375,44.375,44.375,44.375,44.375,41.25,41.25,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,38.125,44.375,44.375,44.375,46.875,46.875,46.875,46.875,50,52.5,52.5,55.625
1950,Palau,PLW,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,12.5,12.5,6.25
1954,Palau,PLW,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75
1963,Panama,PAN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.72222222222222,9.72222222222222,,9.85915492957746,9.85915492957746,9.85915492957746,9.85915492957746,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,8.45070422535211,8.45070422535211,8.45070422535211,8.45070422535211,8.45070422535211,19.2982456140351,18.3098591549296,18.3098591549296,18.3098591549296,18.3098591549296,21.1267605633803,22.5352112676056
1967,Panama,PAN,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,61.875,65,68.125,68.125,68.125,68.125,68.125,68.125,70.625,70.625,70.625,73.75,73.75,73.75,73.75,73.75,73.75,73.75,73.75,73.75,76.875,76.875,76.875,79.375,79.375,79.375,79.375
1976,Papua New Guinea,PNG,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8348623853211,1.8348623853211,1.8348623853211,1.8348623853211,1.8348623853211,,0.917431192660551,0.917431192660551,0.917431192660551,0.917431192660551,0.917431192660551,0.917431192660551,0.917431192660551,0.917431192660551,0.917431192660551,2.7027027027027,2.7027027027027,2.7027027027027,2.7027027027027,2.7027027027027,0,0,0,0
1980,Papua New Guinea,PNG,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,48.125,48.125,48.125,48.125,48.125,48.125,48.125,48.125,48.125,51.25,51.25,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,60,60,60,60,60,60,60
1989,Paraguay,PRY,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,2.5,2.5,2.5,2.5,8.75,10,10,10,10,12.5,12.5,12.5,12.5,12.5,17.5,15,15,15,13.75,15,15,16.25
1993,Paraguay,PRY,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,45,45,45,45,45,48.125,48.125,48.125,48.125,48.125,48.125,48.125,48.125,48.125,48.125,48.125,51.25,51.25,51.25,51.25,51.25,51.25,51.25,70.625,80,80,80,80,86.25,89.375,89.375,91.875,91.875,91.875,91.875,91.875,91.875,91.875,91.875,91.875,91.875,91.875,91.875,91.875,91.875,91.875,94.375,94.375,94.375,94.375,94.375
2002,Peru,PER,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8333333333333,10.8333333333333,10.8333333333333,,18.3333333333333,18.3333333333333,18.3333333333333,18.3333333333333,18.3333333333333,29.1666666666667,29.1666666666667,29.1666666666667,27.5,27.5,21.5384615384615,21.5384615384615,21.5384615384615,22.3076923076923,22.3076923076923,27.6923076923077,27.6923076923077,27.6923076923077,30,26.1538461538462
2006,Peru,PER,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,66.25,66.25,66.25,66.25,66.25,66.25,66.25,63.125,63.125,65.625,65.625,68.75,77.5,77.5,80.625,80.625,80.625,80.625,86.875,86.875,86.875,86.875,90,90,90,92.5,92.5,92.5,92.5,92.5,92.5,95,95,95,95,95
2015,Philippines,PHL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0599078341014,12.4423963133641,12.4423963133641,11.2612612612613,17.7570093457944,17.7570093457944,17.7570093457944,15.2542372881356,15.2542372881356,15.2542372881356,20.5020920502092,20.5020920502092,20.9737827715356,22.1428571428571,22.887323943662,22.887323943662,27.3356401384083,27.3356401384083,27.2413793103448,29.7945205479452,29.4520547945205,29.4520547945205,27.9605263157895,27.9605263157895
2019,Philippines,PHL,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,34.375,34.375,34.375,36.875,39.375,39.375,39.375,39.375,39.375,39.375,39.375,39.375,39.375,39.375,39.375,39.375,39.375,39.375,55,58.125,58.125,58.125,61.25,61.25,61.25,67.5,67.5,70,70,70,70,70,70,70,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75
2028,Poland,POL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0434782608696,13.0434782608696,13.0434782608696,13.0434782608696,20.2173913043478,20.2173913043478,20.2173913043478,20.2173913043478,20.4347826086957,20.4347826086957,20.4347826086957,20.2173913043478,20,20,23.695652173913,23.695652173913,23.695652173913,24.3478260869565,27.3913043478261,27.3913043478261,28.0434782608696,28.0434782608696,28.695652173913,28.695652173913
2032,Poland,POL,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,62.5,62.5,62.5,65,65,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,61.25,61.25,61.25,61.25,61.25,61.25,61.25,61.25,61.25,61.25,61.25,61.25,61.25,61.25,61.25,63.75,66.875,66.875,66.875,66.875,66.875,66.875,66.875,66.875,66.875,70,76.25,78.75,85,85,84.375,84.375,84.375,84.375,93.75,93.75,93.75,93.75
2041,Portugal,PRT,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0434782608696,13.0434782608696,18.695652173913,17.3913043478261,18.695652173913,19.1304347826087,19.1304347826087,19.1304347826087,21.304347826087,21.304347826087,28.2608695652174,28.2608695652174,27.3913043478261,27.3913043478261,28.695652173913,28.695652173913,31.304347826087,31.304347826087,34.7826086956522,34.7826086956522,34.7826086956522,34.7826086956522,38.695652173913,40
2045,Portugal,PRT,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,39.375,39.375,39.375,39.375,39.375,39.375,39.375,39.375,62.5,62.5,65.625,65.625,65.625,65.625,65.625,65.625,65.625,65.625,65.625,68.75,68.75,68.75,68.75,68.75,71.875,74.375,76.875,76.875,76.875,76.875,79.375,79.375,79.375,79.375,88.75,91.875,91.875,91.875,95,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,100
2054,Puerto Rico,PRI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,Puerto Rico,PRI,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,58.75,58.75,58.75,58.75,58.75,61.875,61.875,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,78.75,78.75,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,83.75
2067,Qatar,QAT,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,9.75609756097561,9.75609756097561,9.75609756097561,9.75609756097561
2071,Qatar,QAT,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,26.25,26.25,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375
2080,Romania,ROU,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.28862973760933,7.28862973760933,7.28862973760933,,10.7246376811594,10.7246376811594,10.7246376811594,11.4457831325301,11.178247734139,11.178247734139,9.39393939393939,11.377245508982,11.377245508982,11.377245508982,11.2121212121212,13.3495145631068,13.3495145631068,13.5135135135135,13.715710723192,13.715710723192,20.6686930091185,20.6686930091185,21.8844984802432,21.8844984802432
2084,Romania,ROU,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,65,65,68.125,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,70,70,79.375,87.5,87.5,87.5,87.5,90.625,90.625,90.625,90.625,90.625,90.625,90.625,90.625,90.625,90.625,90.625,90.625,90.625,90.625
2093,Russian Federation,RUS,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2222222222222,10.2222222222222,,7.70975056689342,7.57238307349666,7.57238307349666,7.57238307349666,9.84340044742729,9.84340044742729,9.84340044742729,14,14,14,14,13.5555555555556,13.5555555555556,13.5555555555556,13.5555555555556,13.5555555555556,12.6666666666667,15.7777777777778,15.7777777777778,15.7777777777778,15.7777777777778
2097,Russian Federation,RUS,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,55.625,52.5,58.125,58.125,58.125,58.125,58.125,58.125,58.125,58.125,58.125,58.125,58.125,58.125,58.125,58.125,58.125,58.125,58.125,58.125,58.125,61.25,64.375,64.375,64.375,64.375,66.875,66.875,66.875,70,70,70,73.125,73.125,73.125,73.125,73.125,73.125,73.125,73.125,73.125,73.125,73.125,73.125,73.125,73.125,73.125,73.125,73.125,73.125,73.125
2106,Rwanda,RWA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1428571428571,17.1428571428571,17.1428571428571,25.7142857142857,25.6756756756757,25.6756756756757,48.75,48.75,48.75,48.75,48.75,56.25,56.25,56.25,56.25,56.25,63.75,63.75,63.75,63.75,61.25,61.25,61.25,61.25
